Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KDS_Smoke_Suite,Firefox 109.0,,,2023-07-03 20:13:51,2023-07-03 20:15:43,1m - 51.846s,PASSED
,,,,,,,
Test Cases/KDS/TC_01_Login,Firefox 109.0,,,2023-07-03 20:13:51,2023-07-03 20:14:12,20.097s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:13:52,2023-07-03 20:13:55,3.352s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:13:55,2023-07-03 20:14:01,5.677s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:14:01,2023-07-03 20:14:01,0.502s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-03 20:14:01,2023-07-03 20:14:03,1.204s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_E-mail Address_nav-user-email""), ""Bhushan.borse@kohler.com"")",Firefox 109.0,,,2023-07-03 20:14:03,2023-07-03 20:14:03,0.863s,PASSED
"setEncryptedText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Password_nav-user-password""), ""UkTT/T5uWxEyt5z+WbCT2w=="")",Firefox 109.0,,,2023-07-03 20:14:03,2023-07-03 20:14:04,0.506s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Sign In""))",Firefox 109.0,,,2023-07-03 20:14:04,2023-07-03 20:14:05,1.214s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Bhushan""))",Firefox 109.0,,,2023-07-03 20:14:05,2023-07-03 20:14:12,6.396s,PASSED
,,,,,,,
Test Cases/KDS/TC_02_Header_Menu_Check,Firefox 109.0,,,2023-07-03 20:14:12,2023-07-03 20:14:26,14.347s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:14:12,2023-07-03 20:14:14,2.527s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:14:14,2023-07-03 20:14:18,3.942s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:14:18,2023-07-03 20:14:19,0.495s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Products""))",Firefox 109.0,,,2023-07-03 20:14:19,2023-07-03 20:14:22,2.891s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Resources""))",Firefox 109.0,,,2023-07-03 20:14:22,2023-07-03 20:14:22,0.290s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Services""))",Firefox 109.0,,,2023-07-03 20:14:22,2023-07-03 20:14:22,0.294s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Inspiration""))",Firefox 109.0,,,2023-07-03 20:14:22,2023-07-03 20:14:23,0.289s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_OK""))",Firefox 109.0,,,2023-07-03 20:14:23,2023-07-03 20:14:23,0.594s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Events""))",Firefox 109.0,,,2023-07-03 20:14:23,2023-07-03 20:14:23,0.290s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_About""))",Firefox 109.0,,,2023-07-03 20:14:23,2023-07-03 20:14:24,0.297s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_India""))",Firefox 109.0,,,2023-07-03 20:14:24,2023-07-03 20:14:24,0.289s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-folder""))",Firefox 109.0,,,2023-07-03 20:14:24,2023-07-03 20:14:24,0.287s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-map-marker-alt""))",Firefox 109.0,,,2023-07-03 20:14:24,2023-07-03 20:14:25,0.289s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_OK_fal fa-user""))",Firefox 109.0,,,2023-07-03 20:14:25,2023-07-03 20:14:25,0.293s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_Project Folder_fal fa-search""))",Firefox 109.0,,,2023-07-03 20:14:25,2023-07-03 20:14:25,0.278s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/img_OK_black-version logo_js""))",Firefox 109.0,,,2023-07-03 20:14:25,2023-07-03 20:14:25,0.298s,PASSED
closeBrowser(),Firefox 109.0,,,2023-07-03 20:14:25,2023-07-03 20:14:26,0.491s,PASSED
,,,,,,,
Test Cases/KDS/TC_03_Search_Functionality,Firefox 109.0,,,2023-07-03 20:14:26,2023-07-03 20:14:44,17.982s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:14:26,2023-07-03 20:14:28,2.101s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:14:28,2023-07-03 20:14:34,5.496s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:14:34,2023-07-03 20:14:34,0.464s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/i_Project Folder_fal fa-search""))",Firefox 109.0,,,2023-07-03 20:14:34,2023-07-03 20:14:36,1.682s,PASSED
"setText(findTestObject(""Object Repository/KSD/Page_Product FAQs/input_Project Folder_search""), ""toi"")",Firefox 109.0,,,2023-07-03 20:14:36,2023-07-03 20:14:37,0.596s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Toilets""))",Firefox 109.0,,,2023-07-03 20:14:37,2023-07-03 20:14:42,5.609s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Search Results/span_Search Results for Toilets""))",Firefox 109.0,,,2023-07-03 20:14:42,2023-07-03 20:14:44,1.484s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Search Results/span_Search Results for Toilets""))",Firefox 109.0,,,2023-07-03 20:14:44,2023-07-03 20:14:44,0.331s,PASSED
,,,,,,,
Test Cases/KDS/TC_05_Cookies_Close,Firefox 109.0,,,2023-07-03 20:14:44,2023-07-03 20:14:55,11.031s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:14:44,2023-07-03 20:14:47,2.549s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:14:47,2023-07-03 20:14:52,5.501s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:14:52,2023-07-03 20:14:53,0.466s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/div_Cookie PreferencesCookies may be used o_f66e1a""))",Firefox 109.0,,,2023-07-03 20:14:53,2023-07-03 20:14:54,1.586s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/div_Cookie PreferencesCookies may be used o_f66e1a""))",Firefox 109.0,,,2023-07-03 20:14:54,2023-07-03 20:14:55,0.298s,PASSED
closeBrowser(),Firefox 109.0,,,2023-07-03 20:14:55,2023-07-03 20:14:55,0.482s,PASSED
,,,,,,,
Test Cases/KDS/TC_06_Select_Project_Location,Firefox 109.0,,,2023-07-03 20:14:55,2023-07-03 20:15:10,14.674s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:14:55,2023-07-03 20:14:57,2.089s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:14:57,2023-07-03 20:15:05,7.495s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:15:05,2023-07-03 20:15:05,0.508s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_India""))",Firefox 109.0,,,2023-07-03 20:15:05,2023-07-03 20:15:07,1.621s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/div_Select Project LocationDisplays product_9e5542""))",Firefox 109.0,,,2023-07-03 20:15:07,2023-07-03 20:15:08,0.715s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/h1_Select Project Location""))",Firefox 109.0,,,2023-07-03 20:15:08,2023-07-03 20:15:08,0.295s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Africa""))",Firefox 109.0,,,2023-07-03 20:15:08,2023-07-03 20:15:08,0.298s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Americas""))",Firefox 109.0,,,2023-07-03 20:15:08,2023-07-03 20:15:09,0.284s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Asia""))",Firefox 109.0,,,2023-07-03 20:15:09,2023-07-03 20:15:09,0.273s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Australasia""))",Firefox 109.0,,,2023-07-03 20:15:09,2023-07-03 20:15:09,0.286s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Europe""))",Firefox 109.0,,,2023-07-03 20:15:09,2023-07-03 20:15:09,0.287s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Middle East""))",Firefox 109.0,,,2023-07-03 20:15:09,2023-07-03 20:15:10,0.275s,PASSED
,,,,,,,
Test Cases/KDS/TC_14_Check_Find_Store_Link_In_Header,Firefox 109.0,,,2023-07-03 20:15:10,2023-07-03 20:15:26,16.617s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:15:10,2023-07-03 20:15:12,2.644s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:15:12,2023-07-03 20:15:19,6.259s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:15:19,2023-07-03 20:15:19,0.482s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/Page_Product FAQs/button_Accept All Cookies""))",Firefox 109.0,,,2023-07-03 20:15:19,2023-07-03 20:15:21,1.368s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/Page_Product FAQs/i_OK_fal fa-map-marker-alt""))",Firefox 109.0,,,2023-07-03 20:15:21,2023-07-03 20:15:25,4.546s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/Page_Find a KOHLER Store  Studio KOHLER/p_Find a Kohler Experience Center or Kohler_9474eb""))",Firefox 109.0,,,2023-07-03 20:15:25,2023-07-03 20:15:26,1.168s,PASSED
,,,,,,,
Test Cases/KDS/TC_25_ Footer_Press_Room_Link,Firefox 109.0,,,2023-07-03 20:15:26,2023-07-03 20:15:43,16.603s,PASSED
"openBrowser("""")",Firefox 109.0,,,2023-07-03 20:15:27,2023-07-03 20:15:29,2.521s,PASSED
"navigateToUrl(""https://www.studiokohler.com/en-us/faqs"")",Firefox 109.0,,,2023-07-03 20:15:29,2023-07-03 20:15:36,6.427s,PASSED
maximizeWindow(),Firefox 109.0,,,2023-07-03 20:15:36,2023-07-03 20:15:36,0.478s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/button_Accept All Cookies""))",Firefox 109.0,,,2023-07-03 20:15:36,2023-07-03 20:15:37,1.370s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Press Room""))",Firefox 109.0,,,2023-07-03 20:15:37,2023-07-03 20:15:38,0.869s,PASSED
"click(findTestObject(""Object Repository/KSD/Page_Product FAQs/a_Press Room""))",Firefox 109.0,,,2023-07-03 20:15:38,2023-07-03 20:15:41,2.973s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KSD/Page_Press Room/h1_Press Room""))",Firefox 109.0,,,2023-07-03 20:15:41,2023-07-03 20:15:43,1.665s,PASSED
getUrl(),Firefox 109.0,,,2023-07-03 20:15:43,2023-07-03 20:15:43,0.024s,PASSED
